0.01,0.2604166666666667,0.23229166666666667
0.04,0.25807291666666665,0.23125
0.06999999999999999,0.26067708333333334,0.234375
0.09999999999999999,0.25859375,0.22291666666666668
0.13,0.26328125,0.2375
0.16,0.26510416666666664,0.24375
0.19,0.26848958333333334,0.24583333333333332
0.22,0.253125,0.246875
0.25,0.26536458333333335,0.23541666666666666
0.28,0.2526041666666667,0.24583333333333332
0.31,0.27734375,0.25104166666666666
0.33999999999999997,0.2565104166666667,0.221875
0.37,0.265625,0.23333333333333334
0.4,0.26223958333333336,0.26666666666666666
0.43,0.2559895833333333,0.23645833333333333
0.45999999999999996,0.2591145833333333,0.22604166666666667
0.49,0.25885416666666666,0.25416666666666665
0.52,0.27109375,0.23020833333333332
0.55,0.2596354166666667,0.23020833333333332
0.58,0.26171875,0.25
0.61,0.26197916666666665,0.253125
0.64,0.2596354166666667,0.23333333333333334
0.6699999999999999,0.2713541666666667,0.2677083333333333
0.7,0.25807291666666665,0.25104166666666666
0.73,0.26067708333333334,0.23958333333333334
0.76,0.259375,0.24479166666666666
0.79,0.26067708333333334,0.225
0.82,0.2559895833333333,0.221875
0.85,0.26458333333333334,0.25416666666666665
0.88,0.2515625,0.25833333333333336
0.9099999999999999,0.26276041666666666,0.2375
0.94,0.24895833333333334,0.253125
0.97,0.26484375,0.24895833333333334


0.01,0.24739583333333334,0.23125
0.04,0.25364583333333335,0.22916666666666666
0.06999999999999999,0.2565104166666667,0.25729166666666664
0.09999999999999999,0.25677083333333334,0.2625
0.13,0.24713541666666666,0.228125
0.16,0.25859375,0.253125
0.19,0.2552083333333333,0.21770833333333334
0.22,0.25052083333333336,0.23333333333333334
0.25,0.26171875,0.25104166666666666
0.28,0.26979166666666665,0.2833333333333333
0.31,0.26328125,0.25416666666666665
0.33999999999999997,0.25364583333333335,0.221875
0.37,0.2671875,0.22916666666666666
0.4,0.25729166666666664,0.26666666666666666
0.43,0.2552083333333333,0.24895833333333334
0.45999999999999996,0.25755208333333335,0.27395833333333336
