iteration,MSE_trg,MSE_val,MSE_tst,acc_trg,acc_val,acc_tst,elapsed
0,0.312933333333,0.317733333333,0.349333333333,0.374133333333,0.364533333333,0.301333333333,0.324071231
10,0.312933333333,0.317733333333,0.349333333333,0.374133333333,0.364533333333,0.301333333333,0.662948061
20,0.263178840875,0.275265858386,0.294627263582,0.473133333333,0.449066666667,0.410666666667,0.854467528
30,0.061747800322,0.0577498103515,0.060677744869,0.874933333333,0.883466666667,0.875466666667,1.033865562
40,0.0490930492617,0.0491188131777,0.06102220438,0.899266666667,0.899333333333,0.8704,1.203774314
50,0.158205843084,0.152502527609,0.153526992365,0.639733333333,0.647333333333,0.676933333333,1.397710989
60,0.0491176438026,0.0474185127202,0.111297195266,0.879266666667,0.887333333333,0.716266666667,1.590855814
70,0.0470328400858,0.0460261181375,0.110251501834,0.887666666667,0.896666666667,0.716533333333,1.771178056
80,0.0471643448375,0.0460308221094,0.111431862746,0.887066666667,0.896266666667,0.714133333333,1.979836692
90,0.0471349533452,0.0459927273597,0.111371812895,0.887,0.896266666667,0.713866666667,2.160730156
100,0.046928509532,0.0457547877307,0.110815302713,0.8876,0.897466666667,0.714666666667,2.347161622
110,0.0463391741969,0.0450957867155,0.106992563744,0.891333333333,0.899066666667,0.721333333333,2.531792841
120,0.0460549549836,0.0448237463963,0.100670248367,0.892533333333,0.899866666667,0.7348,2.739834063
130,0.0460549549836,0.0448237463963,0.100670248367,0.892533333333,0.899866666667,0.7348,2.948205807
140,0.0460549549836,0.0448237463963,0.100670248367,0.892533333333,0.899866666667,0.7348,3.165575706
150,0.0460549549836,0.0448237463963,0.100670248367,0.892533333333,0.899866666667,0.7348,3.362310038
160,0.0460549549836,0.0448237463963,0.100670248367,0.892533333333,0.899866666667,0.7348,3.542412428
170,0.0460549549836,0.0448237463963,0.100670248367,0.892533333333,0.899866666667,0.7348,3.721366612
180,0.0460549549836,0.0448237463963,0.100670248367,0.892533333333,0.899866666667,0.7348,3.901187503
190,0.0460549549836,0.0448237463963,0.100670248367,0.892533333333,0.899866666667,0.7348,4.080294253
200,0.0460549549836,0.0448237463963,0.100670248367,0.892533333333,0.899866666667,0.7348,4.252807246
210,0.0460549549836,0.0448237463963,0.100670248367,0.892533333333,0.899866666667,0.7348,4.430325446
220,0.0460549549836,0.0448237463963,0.100670248367,0.892533333333,0.899866666667,0.7348,4.617199796
230,0.0460549549836,0.0448237463963,0.100670248367,0.892533333333,0.899866666667,0.7348,4.795921438
240,0.0460549549836,0.0448237463963,0.100670248367,0.892533333333,0.899866666667,0.7348,5.01331587
250,0.0460549549836,0.0448237463963,0.100670248367,0.892533333333,0.899866666667,0.7348,5.215504819
260,0.0460549549836,0.0448237463963,0.100670248367,0.892533333333,0.899866666667,0.7348,5.409455377
270,0.0460549549836,0.0448237463963,0.100670248367,0.892533333333,0.899866666667,0.7348,5.628355079
280,0.0460549549836,0.0448237463963,0.100670248367,0.892533333333,0.899866666667,0.7348,5.812927016
290,0.0460549549836,0.0448237463963,0.100670248367,0.892533333333,0.899866666667,0.7348,6.001642726
300,0.0460549549836,0.0448237463963,0.100670248367,0.892533333333,0.899866666667,0.7348,6.196877088
310,0.0460549549836,0.0448237463963,0.100670248367,0.892533333333,0.899866666667,0.7348,6.386663517
320,0.0460549549836,0.0448237463963,0.100670248367,0.892533333333,0.899866666667,0.7348,6.56917505
330,0.0460549549836,0.0448237463963,0.100670248367,0.892533333333,0.899866666667,0.7348,6.749008839
340,0.0460549549836,0.0448237463963,0.100670248367,0.892533333333,0.899866666667,0.7348,6.905825289
350,0.0460549549836,0.0448237463963,0.100670248367,0.892533333333,0.899866666667,0.7348,7.085219677
360,0.0460549549836,0.0448237463963,0.100670248367,0.892533333333,0.899866666667,0.7348,7.274216185
370,0.0460549549836,0.0448237463963,0.100670248367,0.892533333333,0.899866666667,0.7348,7.468229739
380,0.0460549549836,0.0448237463963,0.100670248367,0.892533333333,0.899866666667,0.7348,7.677969626
390,0.0460549549836,0.0448237463963,0.100670248367,0.892533333333,0.899866666667,0.7348,7.867631648
400,0.0460549549836,0.0448237463963,0.100670248367,0.892533333333,0.899866666667,0.7348,8.063961893
410,0.0460549549836,0.0448237463963,0.100670248367,0.892533333333,0.899866666667,0.7348,8.250034375
420,0.0460549549836,0.0448237463963,0.100670248367,0.892533333333,0.899866666667,0.7348,8.422833492
430,0.0460549549836,0.0448237463963,0.100670248367,0.892533333333,0.899866666667,0.7348,8.603702201
440,0.0460549549836,0.0448237463963,0.100670248367,0.892533333333,0.899866666667,0.7348,8.779672956
450,0.0460549549836,0.0448237463963,0.100670248367,0.892533333333,0.899866666667,0.7348,8.962031414
460,0.0460549549836,0.0448237463963,0.100670248367,0.892533333333,0.899866666667,0.7348,9.136973695
470,0.0460549549836,0.0448237463963,0.100670248367,0.892533333333,0.899866666667,0.7348,9.314150652
480,0.0460549549836,0.0448237463963,0.100670248367,0.892533333333,0.899866666667,0.7348,9.491837596
490,0.0460549549836,0.0448237463963,0.100670248367,0.892533333333,0.899866666667,0.7348,9.674585067
500,0.0460549549836,0.0448237463963,0.100670248367,0.892533333333,0.899866666667,0.7348,9.854670065
