iterations,fitness,time,fevals
0,478.0,3.37289999996e-05,11
10,476.0,5.07199999995e-05,21
20,478.0,6.88699999993e-05,31
30,472.0,8.9191999999e-05,41
40,478.0,0.000110034999999,51
50,482.0,0.000130972999999,61
60,482.0,0.000147960999999,71
70,484.0,0.000166345999999,81
80,490.0,0.000187133999999,91
90,498.0,0.000204663999999,101
100,504.0,0.000251958999999,111
110,506.0,0.000277237999999,121
120,508.0,0.000298856999999,131
130,512.0,0.000317202999998,141
140,514.0,0.000335809999999,151
150,516.0,0.000354231999999,161
160,518.0,0.000375993999999,171
170,518.0,0.000393626999999,181
180,522.0,0.000411251999999,191
190,522.0,0.000435452999999,201
200,524.0,0.000457519999999,211
210,526.0,0.000474446999998,221
220,528.0,0.000490408999998,231
230,528.0,0.000508085999999,241
240,532.0,0.000530123999999,251
250,538.0,0.000546738999998,261
260,540.0,0.000563950999998,271
270,544.0,0.000583762999999,281
280,544.0,0.000606289999999,291
290,544.0,0.002182252,301
300,546.0,0.002208968,311
310,548.0,0.002232915,321
320,548.0,0.002252812,331
330,548.0,0.00227115,341
340,554.0,0.002289992,351
350,554.0,0.002310625,361
360,554.0,0.002354576,371
370,554.0,0.002398853,381
380,554.0,0.002433495,391
390,556.0,0.002461277,401
400,556.0,0.002503146,411
410,558.0,0.002526014,421
420,562.0,0.002548962,431
430,568.0,0.002575512,441
440,570.0,0.00259842,451
450,570.0,0.002617051,461
460,572.0,0.002640229,471
470,574.0,0.002665748,481
480,576.0,0.002689934,491
490,578.0,0.002709393,501
500,578.0,0.002747512,511
510,578.0,0.002771136,521
520,580.0,0.002788983,531
530,580.0,0.002806859,541
540,580.0,0.002828048,551
550,580.0,0.002849539,561
560,584.0,0.002916315,571
570,586.0,0.002959015,581
580,590.0,0.002984054,591
590,594.0,0.003006955,601
600,594.0,0.003024924,611
610,596.0,0.003042852,621
620,596.0,0.00306253,631
630,598.0,0.003089508,641
640,598.0,0.003108291,651
650,598.0,0.003126445,661
660,600.0,0.003149053,671
670,602.0,0.003171544,681
680,602.0,0.003210817,691
690,606.0,0.003282579,701
700,606.0,0.003310502,711
710,610.0,0.003332564,721
720,610.0,0.003351918,731
730,610.0,0.00337014,741
740,614.0,0.003390437,751
750,614.0,0.00341207,761
760,614.0,0.003449006,771
770,616.0,0.00346829,781
780,618.0,0.003488804,791
790,618.0,0.003510786,801
800,618.0,0.003529988,811
810,620.0,0.005213979,821
820,622.0,0.005252601,831
830,622.0,0.005271578,841
840,624.0,0.005290245,851
850,624.0,0.00531235,861
860,624.0,0.005335256,871
870,624.0,0.005354452,881
880,624.0,0.005372774,891
890,624.0,0.005392725,901
900,624.0,0.005415174,911
910,624.0,0.005434257,921
920,624.0,0.005452442,931
930,626.0,0.005474347,941
940,628.0,0.005495698,951
950,630.0,0.005535822,961
960,630.0,0.0055559,971
970,632.0,0.005578636,981
980,634.0,0.00560204,991
990,640.0,0.005620656,1001
1000,640.0,0.005638835,1011
1010,640.0,0.005660261,1021
1020,642.0,0.005681226,1031
1030,644.0,0.00569975,1041
1040,646.0,0.005719273,1051
1050,646.0,0.005740906,1061
1060,646.0,0.005762012,1071
1070,646.0,0.00578068,1081
1080,648.0,0.005799951,1091
1090,648.0,0.005820319,1101
1100,648.0,0.005841421,1111
1110,648.0,0.005859061,1121
1120,652.0,0.005887343,1131
1130,652.0,0.005909503,1141
1140,652.0,0.005929507,1151
1150,652.0,0.005969787,1161
1160,652.0,0.005999444,1171
1170,654.0,0.006029619,1181
1180,654.0,0.00606502,1191
1190,658.0,0.006084649,1201
1200,658.0,0.006104669,1211
1210,658.0,0.006128814,1221
1220,660.0,0.006147554,1231
1230,660.0,0.00616607,1241
1240,664.0,0.006185981,1251
1250,664.0,0.006210723,1261
1260,664.0,0.006252362,1271
1270,664.0,0.006272843,1281
1280,664.0,0.006292261,1291
1290,664.0,0.006319632,1301
1300,664.0,0.006344069,1311
1310,664.0,0.006362015,1321
1320,664.0,0.006381596,1331
1330,666.0,0.006407507,1341
1340,666.0,0.012327215,1351
1350,666.0,0.01237516,1361
1360,668.0,0.012396919,1371
1370,670.0,0.012417249,1381
1380,672.0,0.012440991,1391
1390,674.0,0.012464021,1401
1400,674.0,0.012482873,1411
1410,674.0,0.012501847,1421
1420,674.0,0.012523526,1431
1430,676.0,0.012560383,1441
1440,678.0,0.012579435,1451
1450,678.0,0.012598775,1461
1460,680.0,0.012646122,1471
1470,684.0,0.012670482,1481
1480,684.0,0.012690024,1491
1490,686.0,0.012710392,1501
1500,688.0,0.012733672,1511
1510,688.0,0.012753098,1521
1520,690.0,0.012772225,1531
1530,690.0,0.012792307,1541
1540,690.0,0.012816563,1551
1550,694.0,0.012835811,1561
1560,694.0,0.012856006,1571
1570,694.0,0.012874582,1581
1580,694.0,0.012897861,1591
1590,694.0,0.012917475,1601
1600,694.0,0.012937619,1611
1610,694.0,0.012977945,1621
1620,694.0,0.013016966,1631
1630,694.0,0.013037926,1641
1640,694.0,0.013057648,1651
1650,694.0,0.013081414,1661
1660,694.0,0.013099859,1671
1670,694.0,0.013119106,1681
1680,694.0,0.013137393,1691
1690,698.0,0.01315955,1701
1700,698.0,0.013178567,1711
1710,698.0,0.013197401,1721
1720,698.0,0.013217007,1731
1730,698.0,0.013240557,1741
1740,698.0,0.01326189,1751
1750,698.0,0.013281616,1761
1760,698.0,0.013303728,1771
1770,698.0,0.013325942,1781
1780,698.0,0.013344839,1791
1790,700.0,0.013380419,1801
1800,702.0,0.013431036,1811
1810,704.0,0.013452001,1821
1820,704.0,0.013471994,1831
1830,706.0,0.013491315,1841
1840,706.0,0.013513391,1851
1850,706.0,0.013532118,1861
1860,706.0,0.013551556,1871
1870,710.0,0.015107566,1881
1880,716.0,0.015134066,1891
1890,716.0,0.015157114,1901
1900,718.0,0.015177253,1911
1910,718.0,0.015204116,1921
1920,718.0,0.015230519,1931
1930,718.0,0.015251186,1941
1940,718.0,0.015298239,1951
1950,720.0,0.015407516,1961
1960,720.0,0.01545756,1971
1970,720.0,0.015499562,1981
1980,722.0,0.015740134,1991
1990,726.0,0.015783544,2001
2000,726.0,0.015806418,2011
2010,726.0,0.015827537,2021
2020,728.0,0.015848838,2031
2030,728.0,0.015873083,2041
2040,728.0,0.015892672,2051
2050,728.0,0.015912215,2061
2060,728.0,0.015945642,2071
2070,728.0,0.015970885,2081
2080,728.0,0.015990576,2091
2090,730.0,0.016010423,2101
2100,730.0,0.016033783,2111
2110,730.0,0.016055313,2121
2120,730.0,0.016075761,2131
2130,730.0,0.016095292,2141
2140,730.0,0.016116132,2151
2150,730.0,0.016140264,2161
2160,732.0,0.016159613,2171
2170,732.0,0.016180167,2181
2180,734.0,0.016228185,2191
2190,734.0,0.016252674,2201
2200,734.0,0.016272726,2211
2210,738.0,0.016292193,2221
2220,740.0,0.016315979,2231
2230,742.0,0.016335846,2241
2240,744.0,0.016387724,2251
2250,744.0,0.016409944,2261
2260,744.0,0.016437816,2271
2270,746.0,0.016463659,2281
2280,746.0,0.016483627,2291
2290,746.0,0.016504346,2301
2300,746.0,0.016530727,2311
2310,748.0,0.016562416,2321
2320,748.0,0.016583176,2331
2330,750.0,0.016607806,2341
2340,750.0,0.016629932,2351
2350,750.0,0.016650657,2361
2360,754.0,0.016671038,2371
2370,754.0,0.016695201,2381
2380,754.0,0.016714272,2391
2390,756.0,0.01673467,2401
2400,756.0,0.016766365,2411
2410,760.0,0.016808049,2421
2420,762.0,0.016853236,2431
2430,766.0,0.016880983,2441
2440,768.0,0.016909276,2451
2450,768.0,0.016936025,2461
2460,768.0,0.016973522,2471
2470,770.0,0.017002718,2481
2480,770.0,0.017028972,2491
2490,770.0,0.017050349,2501
2500,770.0,0.01707096,2511
2510,770.0,0.017094327,2521
2520,770.0,0.017115866,2531
2530,770.0,0.017137273,2541
2540,770.0,0.017164343,2551
2550,770.0,0.017194794,2561
2560,772.0,0.017219471,2571
2570,772.0,0.017265367,2581
2580,774.0,0.017293602,2591
2590,776.0,0.017329033,2601
2600,776.0,0.017350672,2611
2610,776.0,0.017374327,2621
2620,780.0,0.017398933,2631
2630,780.0,0.017420028,2641
2640,780.0,0.01744196,2651
2650,780.0,0.017464631,2661
2660,780.0,0.017503209,2671
2670,780.0,0.017528089,2681
2680,780.0,0.017549577,2691
2690,780.0,0.017571114,2701
2700,780.0,0.017596266,2711
2710,780.0,0.017620588,2721
2720,780.0,0.017644337,2731
2730,780.0,0.017673013,2741
2740,780.0,0.017701285,2751
2750,780.0,0.017723791,2761
